filter completed in 16.119680404663086 s
filter completed in 16.72810435295105 s
IMAGE COMPLETED: 1 of 2
filter completed in 35.63704514503479 s
filter completed in 36.4747998714447 s
IMAGE COMPLETED: 2 of 2
         56298822 function calls (56230494 primitive calls) in 117.719 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1116(_make_netmask)
        1    0.000    0.000    0.001    0.001 interfaces.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:73(<dictcomp>)
       33    0.000    0.000    0.000    0.000 normalizer.py:76(register_rule)
        1    0.000    0.000    0.000    0.000 tree.py:328(Scope)
        2    0.000    0.000    0.002    0.001 base.py:9(<module>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:960(validate_animation_writer_path)
        2    0.000    0.000    0.001    0.000 pyparsing.py:2863(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4268(postParse)
        1    0.000    0.000    0.022    0.022 websocket.py:15(<module>)
        1    0.000    0.000    0.003    0.003 arpack.py:7(<module>)
        1    0.000    0.000    0.006    0.006 iterative.py:1(<module>)
        1    0.000    0.000    0.014    0.014 sequences.py:1(<module>)
        2    0.000    0.000    0.004    0.002 factorials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groebnertools.py:1(<module>)
        1    0.000    0.000    0.004    0.004 fancysets.py:1(<module>)
       14    0.000    0.000    0.000    0.000 decorators.py:15(deprecated)
       27    0.000    0.000    0.000    0.000 singleton.py:96(register)
       22    0.000    0.000    0.001    0.000 argparse.py:276(add_arguments)
        4    0.000    0.000    0.000    0.000 validators.py:159(create)
        1    0.000    0.000    0.001    0.001 _checked_types.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        8    0.000    0.000    0.000    0.000 _pslinux.py:324(calculate_avail_vmem)
       78    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.013    0.013 base.py:7(<module>)
        1    0.000    0.000    0.002    0.002 _decorators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        5    0.000    0.000    0.000    0.000 traitlets.py:2151(<listcomp>)
       16    0.000    0.000    0.000    0.000 traitlets.py:2558(class_init)
       14    0.000    0.000    0.000    0.000 rcsetup.py:192(validate_axisbelow)
        1    0.000    0.000    0.004    0.004 algebraicconnectivity.py:9(<module>)
        1    0.000    0.000    0.003    0.003 sparse.py:54(<module>)
       50    0.000    0.000    0.000    0.000 pyximport.py:71(_debug)
        1    0.000    0.000    0.016    0.016 client.py:4(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:5(<module>)
        1    0.000    0.000    0.048    0.048 __init__.py:93(<module>)
        1    0.000    0.000    0.053    0.053 polyroots.py:1(<module>)
        1    0.000    0.000    0.005    0.005 polynomials.py:7(<module>)
        1    0.000    0.000    0.005    0.005 specialpolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathematica.py:3(<module>)
        1    0.000    0.000    0.001    0.001 add.py:1(<module>)
        1    0.000    0.000    0.018    0.018 lambdify.py:4(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
    22/18    0.000    0.000    0.000    0.000 typing.py:146(_type_repr)
        1    0.000    0.000    0.034    0.034 schema.py:1(<module>)
       75    0.000    0.000    0.000    0.000 _make.py:740(_determine_eq_order)
        1    0.000    0.000    0.004    0.004 lexer.py:10(<module>)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:5(HTTPStatus)
       73    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       13    0.000    0.000    0.000    0.000 nanops.py:58(__call__)
        3    0.000    0.000    0.018    0.006 exceptions.py:3(<module>)
        1    0.000    0.000    0.002    0.002 vqe.py:18(<module>)
     12/7    0.000    0.000    0.000    0.000 state_fn.py:50(__new__)
        1    0.000    0.000    0.000    0.000 _ransac.py:7(<module>)
        1    0.000    0.000    0.003    0.003 _memmapping_reducer.py:3(<module>)
        1    0.000    0.000    0.002    0.002 pickleshare.py:34(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.022    0.022 artist.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5656(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:738(<dictcomp>)
       25    0.000    0.000    0.000    0.000 _pyio.py:439(_checkClosed)
        1    0.000    0.000    0.005    0.005 edge_augmentation.py:23(<module>)
        1    0.000    0.000    0.041    0.041 __init__.py:131(<module>)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        1    0.000    0.000    0.729    0.729 version.py:17(<module>)
       18    0.000    0.000    0.000    0.000 ocsp.py:25(_requires_successful_response)
        7    0.000    0.000    0.000    0.000 transforms.py:202(make_wrapper)
        1    0.000    0.000    0.000    0.000 symbol.py:319(Dummy)
      6/2    0.000    0.000    0.000    0.000 numbers.py:1596(__new__)
        3    0.000    0.000    0.000    0.000 matrices.py:737(__init__)
        4    0.000    0.000    0.005    0.001 base.py:174(__call__)
        5    0.000    0.000    0.000    0.000 _checked_types.py:147(store_invariants)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        9    0.000    0.000    0.000    0.000 _dtype.py:333(_name_get)
       14    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.004    0.004 process.py:10(<module>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6744(<genexpr>)
       25    0.000    0.000    0.001    0.000 textwrap.py:465(indent)
        2    0.000    0.000    0.058    0.029 __init__.py:77(<module>)
        3    0.000    0.000    0.002    0.001 tree.py:1(<module>)
        1    0.000    0.000    0.001    0.001 period.py:82(PeriodIndex)
       22    0.000    0.000    0.000    0.000 numpy_.py:442(_create_arithmetic_method)
       16    0.000    0.000    0.000    0.000 strings.py:1960(_noarg_wrapper)
        1    0.000    0.000    0.008    0.008 qsvm.py:15(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:73(<module>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1(<module>)
        1    0.000    0.000    0.053    0.053 ssl_.py:1(<module>)
        1    0.000    0.000    0.331    0.331 account.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ipapp.py:179(TerminalIPythonApp)
        1    0.000    0.000    0.002    0.002 pyplot.py:1767(get_plot_commands)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
        1    0.000    0.000    0.004    0.004 ElementTree.py:34(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-603>:1(<module>)
        1    0.000    0.000    0.004    0.004 tournament.py:29(<module>)
        1    0.000    0.000    0.000    0.000 assemble.py:15(<module>)
        1    0.000    0.000    0.016    0.016 opparse.py:16(<module>)
        1    0.000    0.000    0.013    0.013 process.py:497(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:122(<listcomp>)
        1    0.000    0.000    0.002    0.002 limits.py:1(<module>)
        1    0.000    0.000    0.002    0.002 libhyper.py:6(<module>)
       44    0.000    0.000    0.000    0.000 argparse.py:197(_dedent)
       11    0.000    0.000    0.013    0.001 argparse.py:283(format_help)
       12    0.000    0.000    0.001    0.000 _make.py:667(add_hash)
        1    0.000    0.000    0.000    0.000 __init__.py:244(<listcomp>)
        1    0.000    0.000    0.000    0.000 validate.py:431(NoneOf)
        1    0.000    0.000    0.002    0.002 matfuncs.py:5(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:496(<genexpr>)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        4    0.000    0.000    0.000    0.000 numeric.py:824(outer)
        1    0.000    0.000    0.013    0.013 platform.py:10(<module>)
        3    0.000    0.000    0.000    0.000 subprocess.py:875(__del__)
    16/14    0.000    0.000    0.167    0.012 <frozen importlib._bootstrap>:994(_gcd_import)
        2    0.000    0.000    0.019    0.010 __init__.py:48(<module>)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:289(f)
        1    0.000    0.000    0.000    0.000 ops.py:59(BaseGrouper)
        8    0.000    0.000    0.001    0.000 generic.py:11245(_make_cum_function)
       34    0.000    0.000    0.001    0.000 nanops.py:53(<genexpr>)
        1    0.000    0.000    0.000    0.000 multiclass.py:29(<module>)
        1    0.000    0.000    0.000    0.000 validation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 access.py:1(<module>)
        1    0.000    0.000    0.003    0.003 filters.py:4(<module>)
        1    0.000    0.000    0.000    0.000 completer.py:991(IPCompleter)
        1    0.000    0.000    0.001    0.001 history.py:472(HistoryManager)
        1    0.000    0.000    0.000    0.000 wildcard.py:22(create_typestr2type_dicts)
        1    0.000    0.000    0.001    0.001 TiffTags.py:20(<module>)
        1    0.000    0.000    0.084    0.084 contour.py:3(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1555(<genexpr>)
        1    0.000    0.000    0.012    0.012 __init__.py:75(<module>)
        1    0.000    0.000    0.365    0.365 runningpassmanager.py:16(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:1885(__init__)
        1    0.000    0.000    0.005    0.005 complexes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cxxcode.py:1(<module>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:126(<genexpr>)
        2    0.000    0.000    0.007    0.003 misc.py:1(<module>)
       28    0.000    0.000    0.000    0.000 core.py:58(__setattr__)
       40    0.000    0.000    0.000    0.000 argparse.py:1514(_check_conflict)
        1    0.000    0.000    0.000    0.000 argparse.py:1796(_parse_known_args)
       16    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        6    0.000    0.000    0.000    0.000 blas.py:254(find_best_blas_type)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        3    0.000    0.000    0.000    0.000 numeric.py:2244(within_tol)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 subprocess.py:1621(_wait)
       12    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.001    0.001 generic.py:148(SeriesGroupBy)
       16    0.000    0.000    0.001    0.000 accessor.py:146(add_delegate_accessors)
        1    0.000    0.000    0.002    0.002 _typing.py:1(<module>)
       20    0.000    0.000    0.000    0.000 dtypes.py:715(construct_from_string)
        1    0.000    0.000    0.013    0.013 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qpe.py:44(QPE)
        1    0.000    0.000    0.001    0.001 primitive_op.py:34(PrimitiveOp)
        1    0.000    0.000    0.001    0.001 session.py:96(RetrySession)
        1    0.000    0.000    0.003    0.003 code.py:2(<module>)
        1    0.000    0.000    0.001    0.001 instance.py:1(<module>)
        1    0.000    0.000    0.119    0.119 classes.py:5(<module>)
        3    0.000    0.000    0.001    0.000 defaults.py:1(<module>)
        1    0.000    0.000    0.001    0.001 paths.py:2(<module>)
       11    0.000    0.000    0.001    0.000 magic_arguments.py:69(_fill_text)
        6    0.000    0.000    0.194    0.032 animation.py:422(isAvailable)
        1    0.000    0.000    0.010    0.010 state_visualization.py:20(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:321(Legend)
        1    0.000    0.000    0.002    0.002 dviread.py:18(<module>)
       23    0.000    0.000    0.000    0.000 deprecation.py:207(_deprecated_property)
        1    0.000    0.000    0.000    0.000 reportviews.py:456(OutDegreeView)
        1    0.000    0.000    0.034    0.034 qasm_simulator.py:31(<module>)
        1    0.000    0.000    0.001    0.001 backendconfiguration.py:367(PulseBackendConfiguration)
        6    0.000    0.000    0.049    0.008 __init__.py:35(load_module)
       12    0.000    0.000    0.000    0.000 __init__.py:1968(find_distributions)
        1    0.000    0.000    0.004    0.004 protocol.py:7(<module>)
        1    0.000    0.000    0.001    0.001 polygon.py:1(<module>)
        1    0.000    0.000    0.002    0.002 plot.py:23(<module>)
        1    0.000    0.000    0.000    0.000 formal.py:932(FormalPowerSeries)
        1    0.000    0.000    0.007    0.007 gamma_functions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 miscellaneous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 factortools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyerrors.py:1(<module>)
       15    0.000    0.000    0.000    0.000 numbers.py:2253(__gt__)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:583(__init__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeta.py:1(<module>)
       40    0.000    0.000    0.000    0.000 {built-in method gmpy2._mpmath_normalize}
      8/6    0.000    0.000    0.000    0.000 fields.py:685(_bind_to_schema)
       20    0.000    0.000    0.000    0.000 argparse.py:885(__init__)
       12    0.000    0.000    0.002    0.000 _make.py:679(add_init)
       26    0.000    0.000    0.005    0.000 _basic.py:16(_dispatch)
        8    0.000    0.000    0.000    0.000 parametertable.py:27(__init__)
        1    0.000    0.000    0.002    0.002 compressed.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.002    0.002 _internal.py:6(<module>)
       25    0.000    0.000    0.011    0.000 gettext.py:624(gettext)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        6    0.000    0.000    0.000    0.000 groupby.py:1348(groupby_function)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classification.py:8(<module>)
        1    0.000    0.000    0.065    0.065 _dict_learning.py:2(<module>)
        1    0.000    0.000    0.007    0.007 ibmqjobmanager.py:15(<module>)
        2    0.000    0.000    0.000    0.000 job_monitor.py:16(<module>)
        1    0.000    0.000    0.001    0.001 server.py:4(<module>)
        1    0.000    0.000    0.004    0.004 chardistribution.py:28(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:108(_has_ipv6)
        1    0.000    0.000    0.001    0.001 renderer.py:4(<module>)
       58    0.000    0.000    0.000    0.000 traitlets.py:900(_init_call)
        1    0.000    0.000    0.004    0.004 legend.py:22(<module>)
        1    0.000    0.000    0.142    0.142 _subplots.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2427(leaveWhitespace)
       66    0.000    0.000    0.000    0.000 pyparsing.py:4029(<genexpr>)
       30    0.000    0.000    0.005    0.000 rcsetup.py:477(validate_font_properties)
        1    0.000    0.000    0.006    0.006 opsolve.py:17(<module>)
        1    0.000    0.000    0.001    0.001 interfaces.py:26(ScheduleComponent)
        8    0.000    0.000    0.002    0.000 __init__.py:2257(declare_namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:185(<listcomp>)
        1    0.000    0.000    0.096    0.096 entity.py:21(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:920(euler)
        1    0.000    0.000    0.001    0.001 exprtools.py:1(<module>)
        1    0.000    0.000    0.011    0.011 symbol.py:1(<module>)
        2    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
       34    0.000    0.000    0.000    0.000 six.py:93(__init__)
      8/6    0.000    0.000    0.000    0.000 typing.py:637(__repr__)
       18    0.000    0.000    0.000    0.000 argparse.py:908(__init__)
       28    0.000    0.000    0.000    0.000 version.py:302(__init__)
        1    0.000    0.000    0.004    0.004 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
        1    0.000    0.000    0.018    0.018 _numpy_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       10    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        3    0.000    0.000    0.000    0.000 numeric.py:2167(isclose)
        5    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        1    0.000    0.000    0.001    0.001 pytables.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pytables.py:455(HDFStore)
        1    0.000    0.000    0.001    0.001 groupby.py:357(_GroupBy)
        1    0.000    0.000    0.001    0.001 accessors.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base.py:599(IndexOpsMixin)
        1    0.000    0.000    0.017    0.017 boolean.py:1(<module>)
       57    0.000    0.000    0.000    0.000 config.py:729(wrap)
        1    0.000    0.000    0.002    0.002 iqpe.py:18(<module>)
        2    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 layout.py:26(Layout)
        5    0.000    0.000    0.000    0.000 cache.py:112(decorator)
        1    0.000    0.000    0.000    0.000 unistring.py:13(<module>)
        1    0.000    0.000    0.002    0.002 html.py:10(<module>)
       11    0.000    0.000    0.000    0.000 traitlets.py:2129(__init__)
        6    0.000    0.000    0.000    0.000 animation.py:413(bin_path)
        1    0.000    0.000    0.004    0.004 axes3d.py:11(<module>)
        1    0.000    0.000    0.058    0.058 backend_agg.py:21(<module>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.037    0.037 graphml.py:45(<module>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
       16    0.000    0.000    0.001    0.000 pyparsing.py:1204(setResultsName)
        2    0.000    0.000    0.000    0.000 __init__.py:3130(__contains__)
       14    0.000    0.000    0.000    0.000 __init__.py:3247(<genexpr>)
        1    0.000    0.000    0.000    0.000 protocol.py:58(WebSocketCommonProtocol)
        1    0.000    0.000    0.011    0.011 union.py:1(<module>)
        1    0.000    0.000    0.001    0.001 kronecker.py:1(<module>)
        1    0.000    0.000    0.003    0.003 matmul.py:1(<module>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:151(<genexpr>)
        1    0.000    0.000    0.008    0.008 pretty.py:1(<module>)
        1    0.000    0.000    0.001    0.001 iterables.py:1(<module>)
        1    0.000    0.000    0.002    0.002 basic.py:3(<module>)
        8    0.000    0.000    0.001    0.000 _version.py:114(_compare)
       12    0.000    0.000    0.000    0.000 __init__.py:409(__init__)
       19    0.000    0.000    0.000    0.000 getlimits.py:521(max)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        6    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        2    0.000    0.000    0.133    0.066 __init__.py:53(<module>)
        2    0.000    0.000    0.003    0.002 covering.py:7(<module>)
        2    0.000    0.000    0.002    0.001 x448.py:5(<module>)
        5    0.000    0.000    0.001    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.001    0.001 rolling.py:59(_Window)
       20    0.000    0.000    0.000    0.000 dtypes.py:334(construct_from_string)
        1    0.000    0.000    0.005    0.005 pool.py:11(<module>)
        1    0.000    0.000    0.043    0.043 __init__.py:91(<module>)
        1    0.000    0.000    0.001    0.001 ibmqbackendservice.py:15(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_new}
        1    0.000    0.000    0.004    0.004 environment.py:4(<module>)
        5    0.000    0.000    0.001    0.000 arguments.py:109(_parse_argument_clinic)
        1    0.000    0.000    0.003    0.003 ptyprocess.py:1(<module>)
       21    0.000    0.000    0.000    0.000 traitlets.py:941(class_init)
        1    0.000    0.000    0.000    0.000 animation.py:888(Animation)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
       25    0.000    0.000    0.000    0.000 rcsetup.py:316(<listcomp>)
       32    0.000    0.000    0.001    0.000 rcsetup.py:876(<genexpr>)
      127    0.000    0.000    0.000    0.000 _dill.py:569(<genexpr>)
        1    0.000    0.000    0.002    0.002 aerbackend.py:15(<module>)
        1    0.000    0.000    0.003    0.003 decorators.py:129(<module>)
        1    0.000    0.000    0.014    0.014 parallel.py:51(<module>)
       15    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2816(__new__)
        8    0.000    0.000    0.000    0.000 pauli.py:31(_make_np_bool)
        1    0.000    0.000    0.000    0.000 class_registry.py:5(ClassRegistry)
       43    0.000    0.000    0.000    0.000 manualintegrate.py:98(_evaluates)
        1    0.000    0.000    0.003    0.003 blockmatrix.py:1(<module>)
        1    0.000    0.000    0.009    0.009 trigsimp.py:1(<module>)
        1    0.000    0.000    0.008    0.008 hyperbolic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fcode.py:66(FCodePrinter)
       27    0.000    0.000    0.000    0.000 pretty_symbology.py:137(<genexpr>)
       11    0.000    0.000    0.001    0.000 symbol.py:224(__new__)
        1    0.000    0.000    0.003    0.003 _ode.py:39(<module>)
        1    0.000    0.000    0.005    0.005 ivp.py:1(<module>)
        4    0.000    0.000    0.002    0.000 _utils.py:49(load_schema)
       44    0.000    0.000    0.000    0.000 argparse.py:193(_indent)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        1    0.000    0.000    0.003    0.003 financial.py:12(<module>)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
       61    0.000    0.000    0.000    0.000 fromnumeric.py:2232(_any_dispatcher)
       12    0.000    0.000    0.000    0.000 _pslinux.py:587(<listcomp>)
       10    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        2    0.000    0.000    0.168    0.084 subprocess.py:367(check_output)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:763(singledispatch)
        1    0.000    0.000    0.001    0.001 printing.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base.py:57(ExtensionArray)
        1    0.000    0.000    0.004    0.004 array_ops.py:4(<module>)
        1    0.000    0.000    0.001    0.001 construction.py:6(<module>)
        1    0.000    0.000    0.000    0.000 iqpe.py:45(IQPE)
        1    0.000    0.000    0.002    0.002 circuit_sampler.py:36(CircuitSampler)
        1    0.000    0.000    0.005    0.005 reduction.py:11(<module>)
        1    0.000    0.000    0.001    0.001 ibmqbackend.py:49(IBMQBackend)
        2    0.000    0.000    0.001    0.001 ed448.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mixed.py:3(<module>)
        1    0.000    0.000    0.091    0.091 typeshed.py:1(<module>)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
        1    0.000    0.000    0.005    0.005 vt100_parser.py:3(<module>)
        1    0.000    0.000    0.001    0.001 style.py:3(<module>)
        1    0.000    0.000    0.001    0.001 current.py:1(<module>)
        1    0.000    0.000    0.515    0.515 embed.py:4(<module>)
        1    0.000    0.000    0.001    0.001 py3compat.py:5(<module>)
        1    0.000    0.000    0.001    0.001 filedialog.py:13(<module>)
       26    0.000    0.000    0.000    0.000 core.py:56(is_style_file)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4261(__str__)
       13    0.000    0.000    0.007    0.001 decorators.py:289(midpoint)
        1    0.000    0.000    0.001    0.001 acquire.py:29(Acquire)
        1    0.000    0.000    0.003    0.003 aqua_globals.py:29(QiskitAquaGlobals)
        1    0.000    0.000    0.003    0.003 aqua_globals.py:15(<module>)
        2    0.000    0.000    0.459    0.229 random.py:17(<module>)
        1    0.000    0.000    0.003    0.003 x509.py:5(<module>)
        1    0.000    0.000    0.001    0.001 slsqp.py:14(<module>)
        1    0.000    0.000    0.098    0.098 point.py:18(<module>)
        1    0.000    0.000    0.000    0.000 inequalities.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expr_with_limits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libmpi.py:4(<module>)
       11    0.000    0.000    0.001    0.000 argparse.py:494(_format_text)
       19    0.000    0.000    0.000    0.000 argparse.py:850(__init__)
       17    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        3    0.000    0.000    0.000    0.000 _util.py:200(_asarray_validated)
        8    0.000    0.000    0.000    0.000 blas.py:372(getter)
       16    0.000    0.000    0.000    0.000 lexer.py:45(__new__)
       14    0.000    0.000    0.003    0.000 validators.py:262(__init__)
        6    0.000    0.000    0.001    0.000 tempfile.py:153(__next__)
       16    0.000    0.000    0.000    0.000 register.py:106(__getitem__)
       14    0.000    0.000    0.002    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.010    0.010 secrets.py:7(<module>)
       66    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        2    0.000    0.000    0.000    0.000 six.py:847(__new__)
        2    0.000    0.000    0.168    0.084 subprocess.py:447(run)
        3    0.000    0.000    0.000    0.000 subprocess.py:1555(_handle_exitstatus)
        4    0.000    0.000    0.010    0.003 context.py:64(Lock)
       43    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 sql.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _normalize.py:4(<module>)
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
        6    0.000    0.000    0.000    0.000 generic.py:11223(_make_stat_function_ddof)
        1    0.000    0.000    0.000    0.000 generic.py:824(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
       16    0.000    0.000    0.000    0.000 boolean.py:741(_create_arithmetic_method)
        1    0.000    0.000    0.005    0.005 base_fitter.py:18(<module>)
        1    0.000    0.000    0.006    0.006 ae.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _nmf.py:2(<module>)
       12    0.000    0.000    0.000    0.000 deprecation.py:38(__call__)
        1    0.000    0.000    0.000    0.000 configrc.py:15(<module>)
        1    0.000    0.000    0.012    0.012 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.174    0.174 debugger.py:1(<module>)
        1    0.000    0.000    0.006    0.006 key_bindings.py:36(<module>)
        1    0.000    0.000    0.004    0.004 events.py:1(<module>)
        1    0.000    0.000    0.005    0.005 page.py:11(<module>)
        8    0.000    0.000    0.194    0.024 animation.py:118(wrapper)
        1    0.000    0.000    0.000    0.000 axis.py:679(Axis)
        1    0.000    0.000    0.015    0.015 axis.py:3(<module>)
        1    0.000    0.000    0.042    0.042 core.py:12(<module>)
        1    0.000    0.000    0.001    0.001 bezier.py:3(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4489(__str__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        1    0.000    0.000    0.004    0.004 digest.py:18(<module>)
        1    0.000    0.000    0.003    0.003 sysconfig.py:10(<module>)
        1    0.000    0.000    0.015    0.015 result.py:15(<module>)
        1    0.000    0.000    0.008    0.008 queues.py:36(__init__)
        2    0.000    0.000    0.006    0.003 __init__.py:477(get_distribution)
        4    0.000    0.000    0.006    0.001 __init__.py:3077(parse_requirements)
        1    0.000    0.000    0.001    0.001 zeros.py:1(<module>)
        1    0.000    0.000    0.001    0.001 densebasic.py:1(<module>)
        1    0.000    0.000    0.003    0.003 relational.py:1(<module>)
       18    0.000    0.000    0.000    0.000 logic.py:369(<listcomp>)
        7    0.000    0.000    0.002    0.000 ctx_mp_python.py:277(binary_op)
        1    0.000    0.000    0.000    0.000 elliptic.py:63(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
       18    0.000    0.000    0.001    0.000 _utils.py:24(__setitem__)
        6    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
       10    0.000    0.000    0.000    0.000 quantumcircuit.py:462(_bit_argument_conversion)
