filter completed in 16.119680404663086 s
filter completed in 16.72810435295105 s
IMAGE COMPLETED: 1 of 2
filter completed in 35.63704514503479 s
filter completed in 36.4747998714447 s
IMAGE COMPLETED: 2 of 2
         56298822 function calls (56230494 primitive calls) in 117.719 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      830    0.007    0.000    0.155    0.000 decorator.py:197(create)
     3337    0.007    0.000    0.069    0.000 genericpath.py:27(isfile)
       27    0.007    0.000    0.041    0.002 __init__.py:909(_rc_params_in_file)
      784    0.007    0.000    0.090    0.000 transpile.py:364(_parse_basis_gates)
     1577    0.007    0.000    0.017    0.000 blocks.py:118(__init__)
     6344    0.007    0.000    0.033    0.000 conflict.py:43(edge)
     2354    0.007    0.000    0.011    0.000 quantumcircuit.py:171(data)
     2359    0.007    0.000    0.019    0.000 common.py:252(is_sparse)
     2352    0.007    0.000    0.398    0.000 base.py:332(to_dict)
     1570    0.007    0.000    0.032    0.000 cast.py:1097(maybe_castable)
     6017    0.007    0.000    0.010    0.000 sre_parse.py:172(append)
      784    0.007    0.000    0.011    0.000 assemble.py:302(_parse_circuit_args)
      927    0.007    0.000    0.108    0.000 instruction.py:53(__init__)
     1568    0.007    0.000    0.268    0.000 depth.py:23(run)
      784    0.007    0.000    0.062    0.000 passmanager.py:220(_create_running_passmanager)
    10904    0.007    0.000    0.007    0.000 {built-in method _thread.get_ident}
     1148    0.007    0.000    0.009    0.000 version.py:343(_cmpkey)
     6313    0.007    0.000    0.010    0.000 conflict.py:15(<genexpr>)
     1568    0.007    0.000    0.009    0.000 fencedobjs.py:32(__getitem__)
     1701    0.006    0.000    0.012    0.000 generator.py:199(l)
      784    0.006    0.000    0.010    0.000 retworkx_dagcircuit.py:43(__init__)
      784    0.006    0.000    0.010    0.000 transpile.py:250(_log_transpile_time)
     1568    0.006    0.000    0.010    0.000 fencedobjs.py:28(__getattribute__)
      784    0.006    0.000    0.399    0.001 initializer.py:250(initialize)
     3065    0.006    0.000    0.061    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
     3155    0.006    0.000    0.024    0.000 common.py:222(is_object_dtype)
     1568    0.006    0.000    0.140    0.000 fields.py:559(_serialize)
     3281    0.006    0.000    0.009    0.000 quantumcircuit.py:462(_bit_argument_conversion)
     4499    0.006    0.000    0.039    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
     3370    0.006    0.000    0.531    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
     1736    0.006    0.000    0.025    0.000 _collections_abc.py:657(get)
     2352    0.006    0.000    0.008    0.000 runningpassmanager.py:87(_normalize_flow_controller)
     4704    0.006    0.000    0.006    0.000 {method 'intersection_update' of 'set' objects}
    10199    0.006    0.000    0.006    0.000 managers.py:1520(_block)
     3920    0.006    0.000    0.006    0.000 fencedobjs.py:24(__init__)
     1571    0.006    0.000    0.087    0.000 construction.py:506(_try_cast)
      830    0.006    0.000    0.010    0.000 decorator.py:145(update)
     1577    0.006    0.000    0.093    0.000 blocks.py:3021(make_block)
     3065    0.006    0.000    0.006    0.000 {built-in method _imp._fix_co_filename}
      784    0.006    0.000    0.218    0.000 series.py:2115(round)
   4048/3    0.006    0.000    6.347    2.116 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
     2353    0.006    0.000    0.011    0.000 base.py:3912(__getitem__)
     9673    0.006    0.000    0.006    0.000 {method 'lower' of 'str' objects}
     4831    0.006    0.000    0.008    0.000 sre_parse.py:286(tell)
     1016    0.006    0.000    0.194    0.000 __init__.py:2125(distributions_from_metadata)
     3065    0.006    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        1    0.006    0.006    0.006    0.006 parsers.py:1864(__init__)
     1988    0.006    0.000    0.025    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      790    0.006    0.000    0.007    0.000 threading.py:216(__init__)
      730    0.006    0.000    0.101    0.000 {built-in method builtins.sorted}
      794    0.006    0.000    0.006    0.000 parametertable.py:27(__init__)
     1836    0.005    0.000    0.010    0.000 os.py:752(encode)
     1568    0.005    0.000    0.368    0.000 result.py:57(data)
        1    0.005    0.005    0.009    0.009 packages.py:1(<module>)
  903/607    0.005    0.000    0.067    0.000 typing.py:340(__getitem__)
      785    0.005    0.000    0.045    0.000 user_config.py:98(get_config)
     3455    0.005    0.000    0.019    0.000 <frozen importlib._bootstrap>:151(__exit__)
     7616    0.005    0.000    0.005    0.000 {built-in method _thread.allocate_lock}
      212    0.005    0.000    0.005    0.000 {method 'read' of '_io.BufferedReader' objects}
     2384    0.005    0.000    0.029    0.000 dtypes.py:1124(is_dtype)
     1279    0.005    0.000    0.009    0.000 typing.py:165(_collect_type_vars)
     9053    0.005    0.000    0.005    0.000 {method 'strip' of 'str' objects}
      784    0.005    0.000    0.008    0.000 execute.py:34(_log_submission_time)
      784    0.005    0.000    0.012    0.000 _base.py:312(__init__)
     3719    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:369(__init__)
      784    0.005    0.000    0.010    0.000 transpile.py:377(_parse_coupling_map)
      784    0.005    0.000    0.028    0.000 managers.py:979(iget)
       12    0.005    0.000    0.074    0.006 artist.py:1277(_get_setters_and_targets)
     3065    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:35(_new_module)
      784    0.005    0.000    0.009    0.000 runningpassmanager.py:35(__init__)
  3064/44    0.005    0.000    0.095    0.002 validators.py:343(descend)
      508    0.005    0.000    0.111    0.000 __init__.py:2580(from_location)
     2562    0.005    0.000    0.024    0.000 _types.py:66(is_type)
      896    0.005    0.000    0.145    0.000 quantumcircuit.py:541(<listcomp>)
       50    0.005    0.000    0.056    0.001 imp.py:254(find_module)
      784    0.005    0.000   77.977    0.099 passmanager.py:172(run)
     2566    0.005    0.000    0.007    0.000 _pmap.py:54(_get_bucket)
     1663    0.005    0.000    0.012    0.000 numerictypes.py:365(issubdtype)
     1568    0.005    0.000    0.022    0.000 retworkx_dagcircuit.py:59(_get_multi_graph_nodes)
     2352    0.005    0.000    0.007    0.000 qasm_qobj.py:325(__init__)
      784    0.005    0.000    0.005    0.000 {method 'put' of '_queue.SimpleQueue' objects}
     2384    0.005    0.000    0.028    0.000 dtypes.py:917(is_dtype)
     7851    0.005    0.000    0.005    0.000 blocks.py:339(dtype)
  1051/74    0.005    0.000    0.093    0.001 _validators.py:252(ref)
        4    0.005    0.001    0.009    0.002 codata.py:1500(parse_constants_2002to2014)
     3925    0.005    0.000    0.007    0.000 series.py:428(name)
     2264    0.005    0.000    0.112    0.000 inspect.py:594(getdoc)
     3326    0.005    0.000    0.007    0.000 numerictypes.py:293(issubclass_)
     3158    0.005    0.000    0.006    0.000 range.py:675(__len__)
     2907    0.004    0.000    0.007    0.000 {method 'extend' of 'list' objects}
     2432    0.004    0.000    0.008    0.000 common.py:1844(pandas_dtype)
      607    0.004    0.000    0.009    0.000 typing.py:212(_remove_dups_flatten)
      784    0.004    0.000    0.040    0.000 aerjob.py:61(submit)
     3823    0.004    0.000    0.005    0.000 {built-in method numpy.array}
        2    0.004    0.002    0.557    0.279 managers.py:1700(form_blocks)
      784    0.004    0.000    0.006    0.000 aerjob.py:54(__init__)
     4019    0.004    0.000    0.007    0.000 common.py:208(<lambda>)
     3687    0.004    0.000    0.006    0.000 typing.py:322(__hash__)
     3136    0.004    0.000    0.004    0.000 fencedobjs.py:40(_check_if_fenced)
     7453    0.004    0.000    0.004    0.000 {method 'pop' of 'list' objects}
     2354    0.004    0.000    0.004    0.000 quantumcircuitdata.py:28(__init__)
      784    0.004    0.000    0.076    0.000 generic.py:3581(_get_item_cache)
      442    0.004    0.000    0.020    0.000 sre_compile.py:536(_compile_info)
     1577    0.004    0.000    0.005    0.000 blocks.py:251(mgr_locs)
     3947    0.004    0.000    0.004    0.000 schema.py:410(dict_class)
     2359    0.004    0.000    0.041    0.000 common.py:339(is_categorical)
     3136    0.004    0.000    0.004    0.000 basebackend.py:57(configuration)
      693    0.004    0.000    0.004    0.000 {built-in method _abc._abc_init}
      784    0.004    0.000    0.040    0.000 managers.py:950(get)
     3369    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap>:792(find_spec)
      784    0.004    0.000    0.004    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     2372    0.004    0.000    0.010    0.000 {pandas._libs.lib.is_list_like}
     2208    0.004    0.000    0.007    0.000 __init__.py:2070(dist_factory)
      902    0.004    0.000    0.007    0.000 instructionset.py:43(add)
      355    0.004    0.000    0.045    0.000 _util.py:277(getargspec_no_self)
     1571    0.004    0.000    0.006    0.000 series.py:376(_set_axis)
     1207    0.004    0.000    0.006    0.000 sre_compile.py:249(_compile_charset)
      442    0.004    0.000    0.363    0.001 sre_compile.py:759(compile)
     1568    0.004    0.000    0.004    0.000 qasm_qobj.py:251(__init__)
      787    0.004    0.000    0.033    0.000 cast.py:1218(maybe_cast_to_datetime)
      794    0.004    0.000    0.004    0.000 quantumcircuit.py:212(_increment_instances)
      508    0.004    0.000    0.009    0.000 __init__.py:686(add)
     3185    0.004    0.000    0.006    0.000 inference.py:358(is_hashable)
     1701    0.004    0.000    0.017    0.000 indent.py:6(wrapper)
     1568    0.004    0.000    0.013    0.000 level1.py:145(_opt_control)
      373    0.004    0.000    0.010    0.000 colors.py:185(_to_rgba_no_colorcycle)
     3283    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:311(__enter__)
      784    0.004    0.000    0.007    0.000 transpile.py:407(_parse_initial_layout)
      805    0.004    0.000    0.007    0.000 posixpath.py:154(dirname)
      784    0.004    0.000    0.006    0.000 assemble.py:37(_log_assembly_time)
      452    0.004    0.000    0.073    0.000 decorator.py:259(decorator)
     3170    0.004    0.000    0.041    0.000 common.py:403(is_datetime64tz_dtype)
       71    0.004    0.000    0.007    0.000 enum.py:177(<setcomp>)
     2356    0.004    0.000    0.008    0.000 series.py:432(name)
       38    0.004    0.000    0.037    0.001 conflict.py:62(<listcomp>)
     1568    0.004    0.000    0.005    0.000 initializer.py:240(broadcast_arguments)
      427    0.004    0.000    0.065    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
      831    0.004    0.000    0.009    0.000 enum.py:70(__setitem__)
      810    0.004    0.000    0.017    0.000 os.py:770(getenv)
     1660    0.004    0.000    0.059    0.000 version.py:24(parse)
     1111    0.004    0.000    0.004    0.000 {method 'astype' of 'numpy.ndarray' objects}
      784    0.004    0.000    0.006    0.000 transpile.py:397(_parse_backend_properties)
       64    0.004    0.000    0.021    0.000 colors.py:729(from_list)
     2816    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
      116    0.003    0.000    0.027    0.000 __init__.py:1616(_get)
     4486    0.003    0.000    0.003    0.000 version.py:207(<genexpr>)
      784    0.003    0.000    0.005    0.000 dense_layout.py:39(__init__)
     4144    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
      790    0.003    0.000    0.008    0.000 generic.py:5235(__finalize__)
      784    0.003    0.000    0.005    0.000 stochastic_swap.py:52(__init__)
      477    0.003    0.000    0.116    0.000 decorator.py:225(decorate)
     6766    0.003    0.000    0.003    0.000 {built-in method builtins.ord}
      570    0.003    0.000    0.011    0.000 inspect.py:1799(_signature_bound_method)
     3410    0.003    0.000    0.003    0.000 {built-in method _imp.is_frozen}
     3732    0.003    0.000    0.003    0.000 sre_parse.py:111(__init__)
      336    0.003    0.000    0.102    0.000 __init__.py:2192(_handle_ns)
     2563    0.003    0.000    0.011    0.000 _pmap.py:60(_getitem)
     1579    0.003    0.000    0.003    0.000 generic.py:190(__init__)
      784    0.003    0.000    0.006    0.000 set_layout.py:28(__init__)
     2964    0.003    0.000    0.030    0.000 conflict.py:19(ambiguous)
      784    0.003    0.000    0.003    0.000 dagcircuit.py:67(__init__)
     1792    0.003    0.000    0.034    0.000 __init__.py:775(__setitem__)
      115    0.003    0.000    0.009    0.000 facts.py:501(deduce_all_facts)
     1151    0.003    0.000    0.020    0.000 _validators.py:269(type)
     6321    0.003    0.000    0.003    0.000 inspect.py:2521(default)
        1    0.003    0.003    0.003    0.003 _multiprocessing_helpers.py:5(<module>)
     3290    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:884(__init__)
     2393    0.003    0.000    0.032    0.000 common.py:506(is_interval_dtype)
  707/286    0.003    0.000    0.004    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.003    0.002    0.109    0.055 construction.py:300(_homogenize)
        6    0.003    0.001    0.003    0.001 {method 'readlines' of '_io._IOBase' objects}
      142    0.003    0.000    2.337    0.016 __init__.py:1(<module>)
     3066    0.003    0.000    0.005    0.000 validators.py:507(<lambda>)
     2562    0.003    0.000    0.014    0.000 _pmap.py:70(__getitem__)
     2000    0.003    0.000    0.003    0.000 {method 'encode' of 'str' objects}
     2352    0.003    0.000    0.003    0.000 runningpassmanager.py:291(__init__)
       48    0.003    0.000    0.003    0.000 {method 'dot' of 'numpy.ndarray' objects}
      784    0.003    0.000   11.486    0.015 aerjob.py:37(_wrapper)
     2562    0.003    0.000    0.027    0.000 validators.py:355(is_type)
     3455    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:143(__init__)
     1569    0.003    0.000    0.013    0.000 managers.py:1831(_asarray_compat)
      101    0.003    0.000    0.198    0.002 _distn_infrastructure.py:1572(__init__)
     1674    0.003    0.000    0.015    0.000 _dtype.py:319(_name_includes_bit_suffix)
     2393    0.003    0.000    0.031    0.000 common.py:472(is_period_dtype)
      784    0.003    0.000    0.028    0.000 frame.py:3066(_box_item_values)
     1468    0.003    0.000    0.004    0.000 parse.py:109(_coerce_args)
      427    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
     1614    0.003    0.000    0.072    0.000 artist.py:1319(is_alias)
      784    0.003    0.000    0.009    0.000 runningpassmanager.py:299(__init__)
     2716    0.003    0.000    0.010    0.000 version.py:53(__eq__)
     3283    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:307(__init__)
     1629    0.003    0.000    0.010    0.000 sre_compile.py:423(_simple)
     1225    0.003    0.000    0.003    0.000 {method 'split' of 're.Pattern' objects}
     2716    0.003    0.000    0.010    0.000 version.py:47(__lt__)
     5409    0.003    0.000    0.004    0.000 {method 'issubset' of 'set' objects}
     3323    0.003    0.000    0.003    0.000 {method 'pop' of 'dict' objects}
      785    0.003    0.000    0.025    0.000 cast.py:1111(maybe_infer_to_datetimelike)
  381/375    0.003    0.000    0.021    0.000 typing.py:180(_subs_tvars)
     2745    0.003    0.000    0.003    0.000 {built-in method builtins.max}
     2353    0.003    0.000    0.004    0.000 common.py:156(cast_scalar_indexer)
     1637    0.003    0.000    0.003    0.000 fromnumeric.py:74(<dictcomp>)
      786    0.003    0.000    0.003    0.000 {method 'round' of 'numpy.ndarray' objects}
     1574    0.003    0.000    0.016    0.000 construction.py:337(extract_array)
      794    0.003    0.000    0.004    0.000 quantumcircuit.py:138(<listcomp>)
     1016    0.003    0.000    0.008    0.000 posixpath.py:121(splitext)
      408    0.003    0.000    0.069    0.000 artist.py:1241(get_valid_values)
   873/96    0.003    0.000    5.705    0.059 {built-in method builtins.__import__}
      784    0.003    0.000   11.483    0.015 aerjob.py:76(result)
     1568    0.003    0.000    0.006    0.000 assemble.py:339(<genexpr>)
     1486    0.003    0.000    0.008    0.000 validators.py:684(push_scope)
     1526    0.003    0.000    0.004    0.000 __init__.py:2639(key)
